CustomerID,cluster
12733.0,1
12734.0,1
12735.0,1
12736.0,1
12738.0,1
12739.0,1
12740.0,1
12743.0,1
12747.0,2
12749.0,2
12750.0,1
12756.0,1
12757.0,2
12758.0,2
12759.0,1
12762.0,2
12763.0,1
12766.0,2
12772.0,1
12775.0,1
12778.0,1
12779.0,2
12781.0,1
12782.0,2
12783.0,1
12784.0,1
12785.0,1
12787.0,1
12789.0,1
12790.0,1
12792.0,1
12793.0,1
12794.0,1
12795.0,1
12797.0,1
12802.0,1
12808.0,1
12809.0,1
12811.0,1
12812.0,1
12815.0,1
12816.0,1
12817.0,1
12818.0,2
12820.0,1
12821.0,1
12822.0,1
12823.0,1
12824.0,1
12826.0,1
12827.0,1
12828.0,1
12829.0,1
12831.0,1
12832.0,1
12833.0,1
12834.0,1
12836.0,2
12837.0,1
12838.0,1
12839.0,2
12840.0,2
12841.0,2
12842.0,1
12843.0,2
12844.0,1
12845.0,1
12847.0,1
12849.0,1
12851.0,1
12852.0,1
12853.0,2
12854.0,2
12855.0,1
12856.0,2
12857.0,1
12863.0,1
12864.0,1
12865.0,2
12866.0,1
12867.0,2
12868.0,1
12870.0,1
12871.0,1
12872.0,1
12873.0,1
12875.0,1
12876.0,2
12877.0,1
12878.0,1
12879.0,1
12881.0,1
12882.0,1
12883.0,1
12884.0,1
12885.0,1
12886.0,1
12888.0,1
12890.0,1
12891.0,1
12893.0,1
12895.0,1
12897.0,1
12902.0,1
12904.0,1
12906.0,2
12908.0,1
12909.0,2
12910.0,2
12912.0,1
12913.0,2
12915.0,1
12916.0,2
12917.0,1
12919.0,2
12920.0,1
12922.0,1
12923.0,1
12924.0,1
12925.0,1
12928.0,1
12929.0,1
12930.0,1
12933.0,1
12935.0,2
12936.0,1
12937.0,1
12938.0,1
12940.0,1
12942.0,1
12944.0,1
12945.0,1
12947.0,2
12948.0,2
12949.0,2
12950.0,2
12951.0,1
12952.0,1
12953.0,1
12955.0,2
12956.0,1
12957.0,2
12962.0,1
12963.0,1
12965.0,1
12966.0,1
12967.0,2
12968.0,1
12970.0,1
12974.0,1
12976.0,1
12977.0,1
12980.0,2
12981.0,1
12982.0,1
12984.0,1
12985.0,2
12987.0,1
12988.0,1
12989.0,2
12990.0,1
12991.0,1
12993.0,1
12994.0,1
12995.0,1
12997.0,2
12999.0,1
13000.0,1
13001.0,2
13002.0,1
13003.0,1
13004.0,2
13005.0,1
13006.0,1
13008.0,1
13011.0,1
13012.0,2
13013.0,2
13014.0,2
13015.0,2
13016.0,1
13018.0,2
13021.0,2
13023.0,1
13026.0,1
13027.0,2
13028.0,1
13029.0,1
13030.0,1
13032.0,1
13033.0,1
13034.0,1
13035.0,1
13037.0,1
13038.0,1
13040.0,1
13043.0,1
13044.0,1
13045.0,1
13046.0,1
13047.0,2
13048.0,1
13049.0,1
13052.0,1
13055.0,1
13058.0,1
13059.0,1
13060.0,1
13061.0,1
13062.0,1
13064.0,1
13065.0,1
13066.0,1
13067.0,1
13068.0,1
13069.0,2
13070.0,1
13072.0,1
13075.0,1
13077.0,1
13079.0,1
13080.0,1
13082.0,2
13083.0,1
13085.0,1
13090.0,2
13091.0,1
13092.0,1
13094.0,2
13095.0,1
13097.0,2
13101.0,1
13102.0,2
13103.0,1
13104.0,1
13106.0,1
13107.0,2
13108.0,1
13109.0,1
13110.0,1
13115.0,2
13116.0,1
13117.0,1
13118.0,1
13121.0,1
13122.0,1
13124.0,2
13126.0,2
13127.0,1
13130.0,1
13131.0,1
13132.0,1
13133.0,1
13134.0,2
13136.0,2
13137.0,2
13138.0,1
13139.0,2
13140.0,1
13141.0,2
13142.0,1
13144.0,1
13145.0,1
13146.0,1
13147.0,1
13148.0,2
13149.0,1
13151.0,2
13153.0,1
13155.0,1
13157.0,2
13158.0,1
13159.0,2
13160.0,1
13161.0,1
13162.0,2
13165.0,1
13166.0,1
13167.0,1
13168.0,1
13169.0,1
13170.0,1
13171.0,1
13173.0,1
13174.0,2
13176.0,1
13177.0,1
13178.0,2
13182.0,1
13183.0,2
13184.0,2
13186.0,2
13187.0,1
13189.0,1
13192.0,1
13193.0,1
13194.0,1
13196.0,2
13198.0,2
13199.0,2
13200.0,1
13203.0,1
13207.0,1
13208.0,1
13209.0,2
13210.0,1
13211.0,1
13212.0,1
13213.0,1
13216.0,1
13217.0,1
13218.0,1
13220.0,1
13221.0,1
13223.0,1
13224.0,2
13225.0,2
13226.0,1
13227.0,1
13228.0,1
13229.0,1
13230.0,2
13232.0,1
13233.0,1
13235.0,1
13236.0,1
13238.0,1
13239.0,1
13240.0,1
13242.0,1
13243.0,1
13244.0,1
13245.0,1
13246.0,2
13247.0,1
13248.0,1
13249.0,1
13253.0,1
13255.0,1
13258.0,1
13259.0,1
13260.0,1
13261.0,1
13262.0,1
13265.0,2
13266.0,2
13267.0,2
13268.0,2
13269.0,2
13271.0,1
13272.0,1
13273.0,1
13276.0,1
13277.0,1
13278.0,1
13279.0,1
13280.0,1
13282.0,1
13283.0,1
13284.0,1
13285.0,2
13291.0,1
13292.0,1
13294.0,1
13295.0,1
13296.0,1
13297.0,2
13298.0,1
13299.0,1
13300.0,1
13301.0,1
13304.0,1
13305.0,1
13308.0,1
13309.0,1
13310.0,2
13311.0,1
13313.0,1
13314.0,1
13316.0,2
13317.0,2
13318.0,1
13320.0,2
13321.0,1
13322.0,1
13323.0,1
13325.0,1
13327.0,2
13328.0,1
13329.0,1
13330.0,1
13332.0,1
13334.0,2
13336.0,1
13338.0,1
13339.0,1
13341.0,1
13343.0,1
13344.0,2
13345.0,1
13347.0,1
13348.0,1
13349.0,1
13350.0,1
13351.0,1
13352.0,1
13354.0,1
13355.0,1
13356.0,1
13357.0,1
13358.0,1
13359.0,1
13362.0,2
13363.0,1
13364.0,1
13365.0,2
13368.0,1
13369.0,1
13370.0,1
13372.0,1
13373.0,2
13375.0,1
13376.0,1
13379.0,1
13381.0,2
13382.0,1
13384.0,2
13385.0,1
13388.0,1
13389.0,1
13390.0,1
13394.0,2
13395.0,1
13396.0,2
13397.0,1
13398.0,1
13402.0,1
13403.0,1
13404.0,1
13405.0,1
13410.0,1
13411.0,1
13414.0,1
13416.0,1
13417.0,1
13418.0,2
13419.0,1
13420.0,1
13421.0,2
13422.0,2
13425.0,1
13426.0,2
13427.0,1
13428.0,1
13429.0,1
13430.0,1
13431.0,1
13434.0,1
13435.0,2
13436.0,1
13437.0,2
13439.0,1
13441.0,1
13447.0,1
13448.0,2
13449.0,1
13450.0,1
13451.0,2
13452.0,1
13453.0,1
13455.0,1
13456.0,1
13460.0,1
13461.0,1
13462.0,1
13464.0,1
13466.0,1
13467.0,1
13468.0,2
13470.0,1
13471.0,2
13473.0,1
13474.0,1
13475.0,1
13476.0,1
13477.0,1
13479.0,1
13481.0,2
13482.0,1
13483.0,1
13484.0,1
13485.0,1
13486.0,1
13487.0,1
13488.0,2
13489.0,1
13491.0,1
13492.0,1
13493.0,1
13494.0,1
13495.0,2
13496.0,1
13497.0,1
13499.0,2
13500.0,2
13502.0,1
13503.0,1
13504.0,1
13505.0,2
13506.0,1
13507.0,2
13508.0,1
13509.0,1
13510.0,2
13512.0,1
13513.0,1
13514.0,1
13515.0,1
13516.0,1
13517.0,2
13518.0,1
13519.0,1
13520.0,2
13521.0,2
13522.0,1
13523.0,2
13524.0,1
13525.0,1
13527.0,2
13529.0,1
13531.0,1
13532.0,1
13533.0,1
13536.0,2
13538.0,1
13539.0,1
13544.0,1
13546.0,1
13548.0,1
13549.0,1
13551.0,1
13552.0,2
13555.0,2
13557.0,1
13558.0,1
13560.0,1
13561.0,1
13562.0,1
13563.0,1
13564.0,1
13565.0,1
13566.0,1
13568.0,1
13569.0,1
13570.0,1
13571.0,2
13572.0,1
13573.0,1
13575.0,1
13576.0,2
13577.0,1
13579.0,1
13581.0,1
13583.0,1
13584.0,1
13587.0,1
13588.0,2
13589.0,1
13590.0,2
13591.0,1
13592.0,1
13593.0,2
13594.0,1
13596.0,1
13598.0,1
13600.0,1
13601.0,1
13602.0,1
13603.0,1
13606.0,1
13607.0,1
13610.0,2
13611.0,1
13614.0,1
13615.0,1
13617.0,1
13618.0,1
13621.0,1
13623.0,1
13626.0,1
13627.0,2
13629.0,2
13630.0,2
13631.0,2
13632.0,2
13634.0,1
13635.0,1
13636.0,1
13637.0,1
13638.0,1
13639.0,1
13642.0,1
13643.0,1
13644.0,2
13645.0,1
13647.0,1
13649.0,1
13650.0,1
13651.0,1
13652.0,1
13654.0,2
13655.0,1
13656.0,1
13657.0,1
13658.0,2
13659.0,2
13662.0,2
13663.0,1
13666.0,1
13667.0,1
13669.0,1
13670.0,1
13672.0,1
13673.0,1
13675.0,1
13678.0,1
13680.0,2
13681.0,1
13682.0,1
13684.0,1
13685.0,2
13686.0,1
13689.0,1
13690.0,1
13692.0,2
13693.0,1
13695.0,2
13697.0,1
13699.0,1
13700.0,2
13704.0,2
13705.0,1
13706.0,1
13707.0,1
13708.0,1
13709.0,2
13710.0,1
13711.0,1
13712.0,1
13715.0,2
13716.0,1
13717.0,1
13718.0,1
13719.0,1
13720.0,1
13721.0,1
13722.0,2
13723.0,1
13725.0,2
13726.0,1
13727.0,1
13728.0,1
13730.0,1
13731.0,1
13732.0,1
13735.0,2
13736.0,1
13737.0,1
13739.0,1
13740.0,1
13741.0,1
13742.0,2
13743.0,1
13744.0,1
13745.0,1
13748.0,1
13750.0,1
13751.0,1
13752.0,1
13753.0,1
13754.0,1
13755.0,2
13756.0,2
13758.0,2
13759.0,1
13760.0,1
13761.0,1
13762.0,1
13763.0,2
13764.0,1
13769.0,2
13771.0,2
13772.0,1
13774.0,1
13778.0,1
13780.0,1
13781.0,1
13782.0,1
13784.0,2
13786.0,1
13787.0,1
13790.0,1
13791.0,2
13792.0,1
13799.0,1
13800.0,1
13801.0,1
13802.0,2
13803.0,1
13804.0,2
13805.0,1
13806.0,1
13807.0,1
13808.0,1
13809.0,1
13810.0,1
13811.0,1
13812.0,1
13813.0,1
13814.0,2
13815.0,2
13816.0,1
13817.0,1
13819.0,1
13821.0,1
13822.0,1
13823.0,1
13824.0,1
13826.0,1
13827.0,1
13828.0,1
13831.0,1
13832.0,1
13833.0,1
13835.0,1
13837.0,1
13838.0,1
13842.0,2
13844.0,1
13845.0,1
13846.0,1
13848.0,1
13849.0,2
13850.0,2
13851.0,2
13853.0,2
13854.0,2
13856.0,1
13858.0,1
13859.0,1
13860.0,1
13862.0,2
13863.0,1
13865.0,1
13866.0,1
13867.0,1
13868.0,2
13869.0,2
13870.0,2
13871.0,2
13873.0,1
13874.0,1
13875.0,1
13876.0,1
13877.0,1
13878.0,1
13880.0,2
13882.0,2
13883.0,2
13884.0,1
13885.0,1
13886.0,1
13887.0,1
13888.0,1
13889.0,1
13890.0,2
13892.0,1
13893.0,1
13894.0,1
13895.0,2
13897.0,1
13898.0,1
13899.0,1
13900.0,1
13901.0,2
13904.0,1
13908.0,2
13911.0,2
13914.0,1
13917.0,1
13918.0,2
13919.0,1
13922.0,1
13923.0,1
13924.0,2
13925.0,1
13926.0,1
13927.0,1
13928.0,1
13929.0,1
13930.0,1
13931.0,2
13932.0,1
13933.0,1
13934.0,1
13936.0,1
13937.0,1
13938.0,1
13939.0,1
13940.0,1
13941.0,2
13946.0,1
13947.0,1
13948.0,1
13949.0,2
13950.0,1
13951.0,1
13953.0,2
13954.0,1
13955.0,1
13956.0,1
13958.0,1
13959.0,1
13960.0,1
13962.0,1
13963.0,1
13967.0,1
13969.0,2
13971.0,2
13972.0,1
13973.0,1
13974.0,1
13975.0,2
13976.0,1
13978.0,1
13979.0,1
13980.0,1
13982.0,2
13983.0,2
13984.0,1
13985.0,2
13986.0,1
13988.0,2
13989.0,1
13990.0,1
13991.0,1
13992.0,1
13993.0,2
13994.0,2
13995.0,1
13999.0,2
14000.0,1
14001.0,2
14002.0,1
14004.0,2
14005.0,2
14006.0,1
14009.0,1
14012.0,1
14013.0,1
14014.0,1
14015.0,1
14016.0,2
14019.0,1
14020.0,1
14021.0,1
14022.0,1
14023.0,1
14024.0,1
14027.0,1
14029.0,1
14030.0,2
14032.0,2
14034.0,1
14035.0,1
14036.0,1
14037.0,1
14038.0,1
14039.0,1
14040.0,2
14041.0,1
14044.0,1
14045.0,1
14046.0,1
14047.0,2
14048.0,1
14049.0,2
14050.0,1
14051.0,2
14052.0,1
14053.0,1
14054.0,1
14055.0,1
14057.0,2
14059.0,1
14060.0,2
14062.0,2
14064.0,2
14066.0,1
14067.0,1
14068.0,1
14071.0,2
14073.0,1
14075.0,1
14076.0,1
14077.0,1
14078.0,1
14079.0,1
14080.0,1
14081.0,2
14082.0,1
14083.0,1
14085.0,2
14087.0,1
14089.0,1
14092.0,2
14093.0,1
14098.0,1
14099.0,2
14100.0,1
14101.0,2
14102.0,2
14104.0,1
14105.0,2
14107.0,2
14108.0,1
14109.0,1
14110.0,2
14111.0,1
14112.0,2
14113.0,2
14114.0,1
14116.0,1
14117.0,1
14121.0,2
14124.0,1
14125.0,2
14126.0,1
14127.0,1
14128.0,1
14129.0,1
14130.0,1
14132.0,2
14133.0,1
14135.0,2
14138.0,1
14139.0,1
14140.0,1
14141.0,1
14142.0,1
14143.0,1
14145.0,2
14146.0,2
14147.0,1
14148.0,1
14149.0,1
14150.0,1
14152.0,1
14154.0,1
14155.0,1
14157.0,1
14158.0,1
14159.0,2
14161.0,1
14162.0,1
14163.0,2
14164.0,2
14165.0,1
14167.0,1
14171.0,1
14173.0,1
14174.0,1
14175.0,2
14176.0,1
14177.0,1
14178.0,2
14179.0,1
14180.0,2
14184.0,1
14185.0,1
14188.0,2
14191.0,2
14193.0,1
14195.0,1
14196.0,1
14198.0,1
14199.0,1
14201.0,1
14204.0,1
14205.0,1
14206.0,1
14208.0,1
14209.0,1
14210.0,1
14211.0,2
14212.0,1
14213.0,1
14214.0,2
14215.0,2
14216.0,2
14217.0,2
14218.0,1
14219.0,1
14220.0,1
14221.0,2
14222.0,1
14223.0,1
14224.0,1
14226.0,2
14227.0,2
14229.0,2
14231.0,1
14232.0,2
14233.0,1
14234.0,1
14235.0,2
14236.0,1
14237.0,1
14238.0,1
14239.0,2
14240.0,1
14241.0,1
14242.0,1
14243.0,2
14245.0,2
14246.0,1
14247.0,1
14248.0,1
14250.0,2
14251.0,2
14256.0,1
14257.0,2
14259.0,1
14261.0,1
14262.0,2
14264.0,1
14265.0,1
14267.0,2
14270.0,1
14271.0,1
14272.0,1
14273.0,1
14276.0,1
14280.0,1
14282.0,2
14284.0,1
14285.0,2
14286.0,2
14287.0,1
14288.0,1
14289.0,1
14290.0,2
14291.0,2
14292.0,2
14293.0,1
14295.0,1
14297.0,1
14300.0,1
14301.0,1
14304.0,1
14305.0,2
14306.0,2
14307.0,2
14309.0,2
14311.0,1
14312.0,1
14314.0,1
14315.0,2
14317.0,1
14320.0,1
14321.0,1
14323.0,1
14326.0,1
14327.0,1
14329.0,2
14331.0,1
14332.0,1
14333.0,1
14334.0,2
14335.0,1
14336.0,1
14338.0,1
14339.0,1
14340.0,1
14341.0,2
14342.0,1
14344.0,1
14345.0,1
14346.0,1
14348.0,1
14349.0,1
14350.0,1
14352.0,1
14353.0,1
14354.0,1
14355.0,1
14356.0,2
14357.0,1
14359.0,2
14360.0,2
14362.0,1
14364.0,2
14367.0,2
14368.0,1
14371.0,1
14373.0,1
14375.0,1
14377.0,1
14379.0,1
14381.0,1
14382.0,1
14383.0,1
14385.0,1
14386.0,1
14387.0,2
14388.0,2
14389.0,2
14390.0,2
14393.0,1
14395.0,2
14396.0,1
14397.0,2
14400.0,1
14401.0,2
14403.0,1
14404.0,1
14406.0,1
14407.0,2
14408.0,2
14409.0,2
14410.0,2
14411.0,1
14412.0,1
14413.0,1
14414.0,2
14415.0,2
14416.0,1
14418.0,2
14419.0,1
14420.0,1
14421.0,1
14422.0,2
14423.0,1
14426.0,2
14427.0,1
14428.0,1
14431.0,1
14432.0,2
14434.0,1
14436.0,1
14437.0,1
14438.0,1
14440.0,1
14441.0,2
14442.0,2
14443.0,2
14446.0,1
14447.0,1
14448.0,1
14449.0,1
14450.0,1
14451.0,1
14452.0,1
14453.0,1
14457.0,1
14459.0,2
14460.0,1
14461.0,2
14462.0,2
14463.0,1
14465.0,1
14466.0,1
14467.0,1
14470.0,1
14472.0,1
14473.0,1
14474.0,1
14475.0,1
14476.0,1
14477.0,1
14479.0,1
14480.0,1
14481.0,1
14482.0,2
14483.0,1
14484.0,1
14485.0,1
14487.0,2
14488.0,2
14489.0,1
14491.0,1
14493.0,2
14494.0,1
14495.0,1
14496.0,1
14497.0,1
14498.0,2
14499.0,1
14500.0,1
14501.0,1
14502.0,2
14503.0,2
14504.0,1
14505.0,2
14506.0,2
14507.0,1
14508.0,1
14511.0,1
14512.0,1
14513.0,1
14514.0,1
14515.0,1
14517.0,1
14518.0,1
14520.0,1
14522.0,1
14523.0,1
14524.0,2
14525.0,2
14528.0,1
14529.0,1
14530.0,2
14532.0,1
14533.0,2
14535.0,2
14536.0,1
14537.0,1
14538.0,1
14539.0,1
14540.0,1
14541.0,1
14542.0,1
14543.0,2
14544.0,2
14546.0,2
14547.0,2
14548.0,1
14549.0,1
14550.0,1
14551.0,1
14552.0,1
14553.0,1
14554.0,2
14555.0,1
14557.0,1
14560.0,2
14561.0,1
14562.0,2
14565.0,2
14567.0,2
14569.0,1
14570.0,1
14572.0,2
14573.0,2
14577.0,1
14578.0,1
14581.0,1
14582.0,1
14583.0,1
14584.0,1
14585.0,1
14586.0,1
14587.0,2
14589.0,1
14591.0,2
14592.0,1
14593.0,1
14594.0,1
14595.0,2
14597.0,1
14598.0,1
14600.0,1
14601.0,1
14603.0,1
14608.0,1
14609.0,2
14616.0,1
14618.0,1
14619.0,1
14620.0,1
14621.0,1
14622.0,1
14623.0,1
14624.0,1
14625.0,1
14626.0,2
14627.0,1
14628.0,1
14629.0,1
14631.0,1
14632.0,1
14633.0,1
14636.0,1
14638.0,1
14639.0,2
14640.0,2
14641.0,1
14642.0,1
14643.0,1
14644.0,1
14645.0,1
14647.0,1
14649.0,1
14651.0,1
14652.0,1
14653.0,2
14655.0,2
14656.0,1
14657.0,1
14658.0,1
14659.0,2
14660.0,1
14661.0,1
14662.0,1
14664.0,1
14665.0,2
14666.0,1
14669.0,1
14670.0,1
14672.0,1
14673.0,2
14675.0,1
14676.0,2
14681.0,1
14682.0,1
14684.0,1
14687.0,1
14688.0,2
14689.0,1
14690.0,1
14691.0,2
14692.0,1
14693.0,1
14696.0,2
14697.0,1
14698.0,1
14699.0,1
14700.0,2
14701.0,2
14702.0,2
14703.0,1
14704.0,2
14708.0,1
14709.0,2
14710.0,1
14711.0,2
14712.0,1
14713.0,2
14714.0,1
14715.0,1
14716.0,1
14719.0,2
14720.0,1
14722.0,1
14723.0,1
14725.0,1
14727.0,1
14729.0,1
14730.0,2
14731.0,1
14732.0,2
14735.0,2
14737.0,1
14738.0,1
14739.0,2
14740.0,1
14741.0,1
14744.0,1
14745.0,1
14747.0,1
14748.0,1
14752.0,1
14753.0,1
14754.0,1
14755.0,2
14756.0,1
14757.0,1
14758.0,1
14759.0,1
14760.0,1
14761.0,1
14762.0,1
14764.0,1
14765.0,1
14766.0,2
14768.0,1
14770.0,1
14772.0,1
14775.0,1
14776.0,2
14777.0,1
14778.0,1
14779.0,1
14780.0,1
14782.0,1
14784.0,1
14785.0,1
14788.0,1
14789.0,1
14790.0,1
14792.0,1
14793.0,1
14794.0,1
14795.0,1
14798.0,1
14799.0,1
14800.0,2
14801.0,1
14803.0,1
14804.0,1
14805.0,1
14806.0,1
14810.0,1
14813.0,1
14815.0,1
14816.0,1
14817.0,1
14818.0,1
14819.0,1
14820.0,1
14821.0,1
14823.0,1
14824.0,1
14825.0,1
14828.0,2
14829.0,1
14830.0,1
14834.0,2
14836.0,1
14837.0,1
14840.0,1
14841.0,2
14842.0,2
14844.0,2
14847.0,1
14849.0,2
14850.0,1
14851.0,1
14852.0,2
14853.0,1
14854.0,2
14855.0,1
14856.0,2
14857.0,1
14859.0,1
14860.0,1
14861.0,1
14862.0,1
14863.0,1
14865.0,1
14867.0,1
14868.0,2
14869.0,1
14870.0,1
14871.0,1
14873.0,1
14875.0,2
14878.0,1
14880.0,1
14881.0,1
14882.0,1
14883.0,1
14885.0,1
14886.0,1
14888.0,1
14889.0,1
14890.0,1
14891.0,1
14893.0,2
14894.0,1
14896.0,1
14897.0,1
14898.0,2
14901.0,1
14902.0,1
14903.0,2
14904.0,1
14905.0,1
14907.0,2
14908.0,1
14910.0,1
14912.0,1
14913.0,1
14915.0,1
14916.0,1
14918.0,1
14920.0,1
14921.0,2
14923.0,1
14924.0,1
14929.0,1
14930.0,2
14931.0,1
14932.0,1
14934.0,2
14937.0,1
14944.0,2
14946.0,1
14947.0,1
14948.0,1
14950.0,1
14951.0,1
14953.0,1
14954.0,1
14957.0,1
14958.0,1
14959.0,1
14960.0,1
14961.0,2
14962.0,1
14963.0,2
14964.0,1
14965.0,1
14966.0,1
14967.0,1
14968.0,1
14970.0,1
14971.0,1
14972.0,1
14973.0,1
14974.0,1
14975.0,1
14976.0,1
14978.0,1
14981.0,1
14984.0,1
14985.0,1
14987.0,1
14988.0,1
14995.0,1
14997.0,1
14998.0,1
15000.0,1
15002.0,1
15004.0,1
15006.0,1
15007.0,1
15009.0,2
15010.0,1
15012.0,1
15014.0,1
15016.0,1
15017.0,1
15018.0,1
15019.0,1
15021.0,2
15022.0,1
15023.0,2
15024.0,1
15025.0,1
15026.0,1
15027.0,1
15028.0,1
15030.0,1
15031.0,1
15033.0,2
15034.0,2
15035.0,1
15036.0,1
15038.0,1
15041.0,1
15042.0,1
15043.0,1
15045.0,1
15046.0,2
15047.0,1
15048.0,1
15049.0,1
15050.0,2
15051.0,1
15052.0,1
15053.0,1
15054.0,1
15057.0,1
15058.0,2
15059.0,2
15060.0,1
15062.0,1
15063.0,1
15065.0,2
15066.0,2
15067.0,1
15068.0,1
15069.0,1
15071.0,1
15073.0,2
15074.0,1
15075.0,1
15076.0,1
15078.0,2
15079.0,1
15081.0,1
15083.0,1
15087.0,1
15088.0,2
15089.0,2
15090.0,1
15091.0,1
15092.0,1
15093.0,2
15095.0,1
15096.0,1
15097.0,1
15099.0,1
15100.0,1
15101.0,1
15103.0,1
15104.0,1
15105.0,2
15106.0,2
15107.0,1
15108.0,1
15109.0,1
15110.0,2
15111.0,1
15113.0,2
15114.0,2
15115.0,1
15116.0,1
15117.0,2
15119.0,1
15120.0,1
15121.0,1
15122.0,2
15123.0,2
15124.0,1
15127.0,1
15128.0,2
15129.0,2
15130.0,1
15132.0,1
15133.0,1
15134.0,1
15135.0,1
15136.0,1
15139.0,1
15140.0,2
15142.0,1
15143.0,1
15144.0,2
15145.0,1
15146.0,2
15147.0,1
15148.0,1
15149.0,1
15150.0,2
15152.0,2
15153.0,1
15154.0,1
15156.0,1
15157.0,2
15158.0,1
15160.0,1
15163.0,1
15164.0,1
15165.0,1
15167.0,1
15168.0,1
15171.0,1
15172.0,1
15174.0,1
15175.0,1
15178.0,1
15179.0,2
15180.0,1
15181.0,1
15182.0,1
15184.0,1
15185.0,1
15186.0,1
15187.0,2
15192.0,1
15193.0,1
15197.0,1
15198.0,1
15199.0,1
15201.0,2
15203.0,1
15204.0,1
15205.0,1
15206.0,1
15208.0,1
15210.0,1
15211.0,1
15212.0,1
15213.0,1
15214.0,1
15215.0,2
15216.0,1
15218.0,2
15219.0,1
15220.0,2
15221.0,1
15222.0,1
15223.0,1
15224.0,1
15225.0,1
15226.0,1
15227.0,1
15228.0,2
15230.0,1
15232.0,1
15234.0,1
15235.0,2
15236.0,1
15237.0,2
15238.0,1
15239.0,1
15240.0,2
15241.0,2
15243.0,1
15244.0,1
15245.0,2
15246.0,1
15247.0,1
15249.0,2
15251.0,2
15252.0,1
15253.0,1
15254.0,1
15255.0,1
15256.0,1
15257.0,1
15258.0,1
15260.0,1
15261.0,1
15262.0,1
15263.0,1
15264.0,1
15265.0,1
15266.0,1
15267.0,1
